Tag	Treat_1	Treat_2	Treat_3	Model_1	Model_2	Model_3
B4GALT3	1225.909311	1047.784746	1251.131486	913.1055332	1033.75598	984.6252162
UCHL5	664.5667153	630.079972	524.2530389	695.6994538	769.3530081	777.0816657
SEC23A	8358.204458	7259.004406	5894.362389	9179.262767	8333.663592	8555.620874
RILPL2	286.0782754	360.3332747	339.853197	216.4608355	274.3429331	261.6014055
CD164	4153.541971	3834.831779	3141.229865	4426.576824	4414.336834	4422.125603
ATRX	691.1100604	554.5911575	441.7019469	795.8952991	633.1755377	764.5325208
USPL1	228.0761508	178.1536023	217.6346971	292.0803414	287.2648829	247.1216229
CD302	50.1374297	35.22811345	32.16276312	61.4408485	63.61575261	76.26018831
IRF3	1112.854322	1356.785627	1244.698933	933.9008973	1040.713953	1100.463477
SSBP4	1215.095355	1082.006342	1169.652486	966.0391873	983.0621771	986.5558539
PRR36	425.6766091	323.0921262	338.7811049	476.4028869	427.4183379	483.6247386
CIAO3	345.0634868	410.6591511	430.9810259	248.5991255	333.9827012	326.2777677
RER1	1854.101812	2208.299455	2058.41684	1728.850953	1741.481228	1744.331143
SMLR1	656.7020204	730.7317248	768.6900387	597.3940962	588.4457117	593.6710862
CAMK2D	1058.784545	980.3480715	931.6480385	1353.589155	1151.047524	1089.84497
ARMCX3	432.5582171	391.5353181	432.053118	564.3105624	503.9560402	487.4860139
FBXO31	2122.484524	2141.869298	2212.798103	1805.415702	2007.872192	1731.781998
TCEAL4	438.4567382	467.0241326	493.1623679	638.9848244	546.697874	542.5091878
TUSC2	960.4758592	1034.700018	1197.52688	852.6099285	919.4464245	870.7175932
ATRN	2106.755134	1902.318126	1790.393814	2272.366151	2298.119063	2211.545461
MLLT10	1004.714768	986.3871767	778.3388676	1208.021606	1022.822022	1172.86239
PARP14	327.3679234	380.4636253	301.2578813	416.852526	412.5083958	446.9426227
SERBP1P5	126.8182045	123.8016558	135.0836051	187.158277	169.973339	170.8614346
C16orf72	1179.704228	1111.19535	1127.840894	1387.617932	1274.303045	1345.654462
TAOK1	1143.330015	982.3611066	658.2645519	1217.474044	1150.053528	1245.261303
ABCB8	1022.410331	1113.208385	946.657328	796.8405429	864.7766371	905.4690714
TMEM187	215.2960217	207.3426106	226.211434	174.8701073	161.0273738	149.6244201
RRAS2	667.5159759	667.3211205	584.2901968	768.4832282	794.2029115	751.9833759
KEAP1	1352.727515	1761.405673	1692.833432	1356.424886	1312.074898	1315.729578
TNFRSF21	3370.021746	2938.024662	2955.757931	3541.828605	3479.980467	3746.402416
RPL9	3687.5588	4317.960192	4428.812482	3362.232279	3797.065234	3395.991677
FKRP	351.9450948	363.3528273	419.1880127	268.4492458	310.126794	310.8326663
MAPK3	2591.416955	2441.811521	2787.439471	2263.858956	2256.371225	2230.851838
MIIP	863.1502604	872.6506961	854.457407	661.6706762	719.6532014	778.0469846
WAPL	1661.416788	1553.056544	1252.203578	1942.476057	1716.631324	1758.810925
POLR2A	807.1143096	610.956139	723.6621703	604.9560468	396.6044577	624.5612891
CTDSPL2	638.0233702	534.460807	483.513539	722.1662809	686.851329	647.7289413
ZBTB42	208.4144137	238.544654	183.3277498	101.1410891	175.9373158	162.173565
HOMER1	278.2135805	257.668487	180.1114735	340.2877763	332.9887051	289.5956518
RTF2	1286.860696	1522.861019	1700.338077	1185.335754	1323.008855	1209.544506
CLTC	8052.464445	7380.793027	6014.436704	9225.579714	8328.693611	8148.256324
SPAG1	213.329848	188.2187776	218.7067892	258.9968075	272.3549409	276.0811881
THAP11	632.124849	679.3993309	745.1040124	570.9272692	551.6678547	570.5034341
NCDN	588.8690273	567.6758854	544.6227889	414.9620384	480.100133	488.4513328
DLG4	276.2474068	219.4208209	290.5369602	376.2070416	305.1568133	345.5841445
AHI1	137.63216	124.8081734	127.5789604	178.6510826	173.9493235	179.5493041
SEPHS2	4680.476526	4389.422936	4959.498074	3896.295039	4218.519595	4062.061676
AK3	2224.725557	1973.780871	1740.005485	2353.65712	2346.824874	2346.690099
EMSY	366.6913976	337.1833716	243.3649076	386.6047237	420.4603649	433.4281589
RPS18	8925.445574	15098.76943	13258.56305	9125.383869	7755.157842	8226.44715
GIPC2	949.6619038	891.7745291	912.3503806	1026.534792	1195.77735	1058.954767
STAT1	998.8162467	1059.862956	897.3410912	1204.240631	1156.017504	1151.625375
ZMAT5	186.7865028	314.0334685	305.5462497	174.8701073	230.6071032	158.3122897
CCDC57	559.3764216	686.4449536	583.2181047	462.2242295	543.7158856	463.3530429
TBC1D22A	828.7422204	813.266162	917.7108411	742.961645	729.5931628	649.6595789
ALKBH3	131.7336388	174.1275322	149.0208025	81.29096879	113.3155593	118.7342172
PPP1R12A	769.757009	658.2624628	515.6763021	862.0623667	730.5871589	882.3014192
S100A10	1006.680942	1113.208385	1197.52688	961.3129681	926.4043974	890.9892888
PROX1-AS1	67.83299313	72.46926196	57.89297362	116.2649902	101.3876057	85.91337671
MESD	1218.044616	1432.274441	1360.48488	1104.990029	1139.11957	1147.7641
MAGI3	394.2178296	278.805355	292.6811444	418.7430137	389.6464847	446.9426227
PIKFYVE	802.1988753	690.4710237	469.5763416	897.981632	783.268954	880.3707816
TMED10	2488.192835	2548.502379	2263.186432	2815.881349	2794.123134	2816.800373
NNT-AS1	150.4122891	136.8863837	110.4254867	141.7865735	220.6671419	209.4741882
LAD1	1264.249698	1302.43368	1396.936012	1104.990029	1170.927447	1099.498158
WIPI2	1487.410415	1655.721332	1637.084643	1347.917692	1407.498527	1334.070636
RUVBL1	1570.972797	1654.714815	1812.907748	1391.398908	1495.964183	1403.573593
POGLUT1	209.3975005	169.0949446	233.7160787	130.4436476	135.1834743	173.7573911
NSMF	3942.178296	3637.554343	4025.705851	4614.680345	4448.132702	4268.639908
HMBS	629.1755884	874.6637312	787.9876965	558.6390995	656.0374488	612.977463
ABCA1	742.230577	715.6339619	507.0995653	816.6906632	768.359012	911.2609844
R3HCC1	297.8753177	377.4440727	335.5648286	242.9276625	273.348937	268.3586374
LLGL1	999.7993335	1143.403911	1111.759512	968.8749187	931.3743781	799.283999
RPA3	448.2876068	510.3043863	503.8832889	420.6335013	390.6404809	366.821159
ARL3	467.9493439	464.00458	561.7762626	348.7949707	414.4963881	421.8443328
MFHAS1	242.8224537	239.5511715	251.9416445	382.8237484	280.3069099	298.2835214
UPF2	587.8859405	465.0110976	424.5484732	677.7398212	590.4337039	598.4976804
PFAS	2071.364008	2253.592743	2118.453998	1803.525215	1847.838814	1920.98449
UQCRFS1	1156.110144	1487.632905	1388.359275	1197.623924	1070.533837	1060.885405
ZNF106	1205.264487	1027.654395	940.2247753	1298.765013	1205.717311	1323.452129
AGPAT5	166.1416788	151.9841466	99.70456569	73.72901821	100.3936096	103.2891158
SRPK2	573.1396376	499.2326935	418.1159206	635.2038492	618.2655957	607.18555
SDHB	1688.94322	1708.060244	1840.782143	1484.032802	1589.399819	1401.642955
RNF38	654.7358467	518.3565265	464.2158811	794.0048114	640.1335107	651.5902166
RPL10P16	469.9155176	507.2848337	607.876223	438.5931339	449.2862528	360.0639271
PEX16	507.2728182	570.6954379	495.3065521	469.7861801	415.4903842	373.5783909
PTK7	3813.393918	4326.012332	3889.550154	3365.06801	3463.082533	3595.812677
ATP11A	2494.091356	2259.631849	1968.361103	2701.506847	2596.317903	2644.97362
ZC3HAV1	759.9261404	750.8620753	608.9483152	826.1431014	879.6865791	872.6482308
ENSG00000266709	192.685024	170.1014621	182.2556577	274.1207087	226.6311187	222.9886519
LINC00863	148.4461154	136.8863837	169.3905525	108.7030397	105.3635903	110.0463477
MAPKBP1	305.7400125	386.5027305	364.5113154	268.4492458	261.4209834	293.4569272
CWC15	415.8457405	448.9068171	450.2786837	362.0283843	356.8446123	343.6535068
PKIG	962.4420329	952.1655807	983.1084595	822.3621261	856.824668	767.4284773
ZNF805	151.395376	88.5735424	98.63247358	179.5963264	140.153455	178.5839853
MNX1	353.9112685	254.6489344	323.7718155	241.9824187	254.4630104	208.5088693
GPN2	1386.152468	1326.590101	1495.568485	1138.073563	1218.639261	1225.954926
SAYSD1	90.44399084	75.48881454	85.76736833	44.42645969	57.6517758	57.91913037
C5orf22	342.1142262	342.2159593	300.1857892	433.8669148	416.4843804	384.1968981
RFX1	257.5687565	206.3360931	189.7603024	186.2130332	122.2615246	159.2776085
PHF5A	670.4652364	759.920733	861.9620517	585.1059265	678.8993599	594.6364051
ECPAS	1888.509852	1785.562093	1553.461459	2131.524821	2012.842172	2012.68978
EGLN1	391.2685691	342.2159593	319.483447	470.7314239	434.3763108	417.0177386
METTL1	154.3446365	211.3686807	189.7603024	119.1007217	111.3275671	161.2082462
DGCR8	268.3827119	302.9617757	362.3671312	204.1726658	231.6010994	268.3586374
IRF2BP2	2817.526932	2282.781752	2390.765392	3081.494863	2933.282593	2820.661649
CDIPT	1676.163091	1673.838648	2024.109893	1455.675488	1568.5259	1503.001433
TBCEL	203.4989794	153.9971817	147.9487104	233.4752243	198.7992269	259.6707678
SLC22A3	470.8986045	435.8220893	488.8739995	376.2070416	400.5804422	348.480101
RFWD3	1177.738055	1176.618989	1228.617551	1415.030003	1363.762697	1386.197853
CNPY3	1171.839533	1464.483002	1312.240735	1082.304177	1123.215632	1103.359433
XRN2	3207.812414	3258.097236	2969.695128	3812.168339	3646.971818	3422.055286
IL17RC	116.0042491	92.5996125	93.27201306	49.1526788	66.59774102	79.15614483
SLC6A9	592.8013747	677.3862958	681.8505782	457.4980104	553.6558469	568.5727964
RBPMS2	766.8077484	590.8257885	616.4529599	787.3881047	811.1008458	821.4863324
TMEM127	1815.761425	1833.874935	2039.119182	1651.340959	1641.087618	1599.533317
AP1M1	2046.786836	2074.432624	2103.444708	1791.237045	1895.550629	1693.169244
SIGMAR1	3022.008998	2954.128942	3162.671707	2590.913319	2790.14715	2573.540026
DNAJA1	3205.84624	3202.738772	3540.048128	3916.145159	3793.089249	3711.650938
PARGP1	47.18816913	53.34542894	50.38832889	64.27657997	78.52569463	100.3931593
HHEX	1119.73593	1085.025894	1172.868762	1358.315374	1323.008855	1266.498317
KHDRBS1	3459.48265	3332.579533	2591.246616	3641.079207	3841.79506	3746.402416
IL17RD	46.20508228	43.28025367	28.94648681	68.05755527	62.62175648	68.5376376
ACSF3	366.6913976	377.4440727	340.9252891	254.2705884	334.9766973	250.9828983
MRPS2	730.4335347	810.2466094	759.0412097	548.2414174	695.7972942	639.0410717
VRK3	916.2369507	913.9179147	974.5317227	823.30737	795.1969076	746.1914629
SLC35F2	649.8204124	615.9887267	536.0460521	738.2354259	692.8153058	757.775289
TBC1D12	326.3848365	271.7597323	294.8253286	388.4952113	351.8746316	388.0581735
CACNA1H	2357.442283	2329.081558	2235.312037	2664.642337	2637.071745	2613.118098
CROCCP2	1315.370215	1341.687864	1109.615328	1588.009623	1429.366441	1465.353998
CMBL	1104.989627	1172.592919	1200.743157	1344.136717	1383.642619	1328.278723
NCL	11315.32972	12284.54642	9633.819648	13512.26045	12769.86834	12674.63636
ZRANB2	676.3637576	795.1488465	701.1482361	858.2813914	828.9927762	926.7060859
BSG	26311.33664	29260.47103	28193.87815	23874.96848	25614.28639	24183.16757
PRKAA1	948.678817	867.6181085	643.2552625	1011.410891	1022.822022	1029.029883
ZNF654	112.0719017	106.6908579	100.7766578	145.5675488	146.1174318	153.4856955
OIP5-AS1	1102.040367	941.0938879	974.5317227	1191.007217	1145.083547	1243.330665
NID1	5126.797959	4457.866128	3986.038443	5400.177962	5185.677834	5382.617849
DGAT2	1181.670402	1275.257707	1180.373407	1033.151499	1086.437775	970.1454336
BRCA1	589.8521142	568.6824029	383.8089733	723.1115247	581.4877387	695.9948832
RPL3	43474.06699	47074.82475	51563.34184	41164.42325	42947.59099	39231.52295
FXR2	738.2982296	730.7317248	790.1318808	604.010803	660.0134333	623.5959703
SEMA6A	1812.812164	1511.789326	1415.161577	2018.095562	1867.718737	1791.631766
MOB4	261.5011039	211.3686807	166.1742761	278.8469278	275.3369293	304.0754344
HSPD1	26009.52897	25705.45113	24891.83447	30119.24918	28688.71644	27686.30963
PPP5C	1499.207457	1693.968998	1711.058998	1446.223049	1408.492523	1325.382767
IWS1	1287.843783	1296.394575	1106.399051	1442.442074	1403.522542	1511.689303
GAB2	855.2855655	908.8853271	869.4666965	1118.223443	980.0801887	1021.307332
QKI	1782.336472	1451.398274	1066.731644	1908.447279	1725.57729	1819.626012
COPRS	540.6977713	582.7736483	569.2809073	500.9792263	440.3402876	445.011985
KMT2C	580.0212456	436.8286068	328.0601839	614.408485	544.7098817	620.7000138
JRKL	135.6659863	117.7625507	121.1464078	152.1842555	190.8472578	173.7573911
HES6	1791.184253	1726.177559	1719.635735	1451.894512	1513.856113	1563.81652
MAN1A1	12377.06353	9212.654927	7512.149374	14633.31963	13827.48023	13715.25007
PGM1	1287.843783	1237.010041	1391.575551	1032.206255	1180.867408	1102.394115
PCSK7	356.8605291	437.8351243	454.5670522	330.8353381	330.0067167	329.1737242
GCNT4	57.0190377	51.33239389	41.81159206	53.87889792	85.48366757	113.9076231
MRPL20-AS1	435.5074776	502.2522461	420.2601048	349.7402146	369.7665621	372.613072
PAQR3	439.4398251	370.39845	294.8253286	435.7574025	477.1181446	512.5843037
HNRNPLL	1123.668277	1060.869474	1133.201354	1377.22025	1265.357079	1246.226622
FOXA1	2150.994043	1697.995068	1787.177538	2395.247848	2165.917577	2157.487606
CRACR2B	406.0148719	390.5288006	423.4763811	331.7805819	323.0487437	329.1737242
JADE3	494.492689	510.3043863	474.9368021	622.9156795	581.4877387	584.9832167
SH3YL1	186.7865028	163.0558394	136.1556972	230.6394928	207.7451921	216.23142
SPIRE2	692.0931473	686.4449536	736.5272755	575.6534883	580.4937426	610.0815065
NR5A2	249.7040617	194.2578828	197.2649472	291.1350975	260.4269873	288.630333
TUG1	700.940929	646.1842525	521.0367626	780.7713979	719.6532014	806.0412309
DYRK1A	222.1776297	202.310023	203.6974998	257.1063199	253.4690143	307.9367098
PRPF40A	2562.907436	2211.319007	2097.012156	2835.731469	2516.798213	2750.193374
PAPOLA	4107.336888	4030.096179	3397.459878	4572.144373	4351.715077	4515.761531
MAP2K4	524.9683816	546.5390173	454.5670522	680.5755527	587.4517155	606.2202312
GPX1	3874.345303	3930.450944	4251.917285	3356.560816	3829.867106	3089.985605
LMNB1	2389.884149	2320.0229	1846.142603	2586.1871	2656.951668	2557.129606
ARRDC1	526.9345553	429.7829841	580.0018283	412.1263069	418.4723726	392.8847676
PHRF1	436.4905645	580.7606132	560.7041705	337.4520449	324.0427399	517.4108979
RNF215	140.5814205	145.9450414	127.5789604	86.96243173	107.3515825	98.46252162
OPA3	793.3510936	857.5529332	859.8178675	673.0136021	709.7132401	727.8504049
FRY	313.6047074	256.6619694	261.5904734	358.247409	358.8326046	339.7922315
COA4	706.8394501	897.8136343	783.6993281	692.8637224	627.2115609	639.0410717
SPATA20	2166.723433	2528.372028	2436.865353	2026.602757	2123.175743	1974.077027
SUGP1	505.3066445	563.6498152	547.8390652	454.6622789	438.3522953	434.3934777
AMER1	355.8774422	383.4831779	377.3764207	303.4232672	259.4329911	320.4858547
LYSMD4	173.0232868	199.2904704	177.9672893	132.3341352	139.1594588	136.1099564
NME3	290.9937097	352.2811345	278.7439471	241.9824187	250.4870259	220.0926954
CDC42BPA	488.5941679	411.6656686	290.5369602	503.8149577	456.2442258	636.1451152
PDHX	1215.095355	1000.478422	941.2968674	1320.505621	1265.357079	1217.267057
TFB1M	1187.568923	1194.736305	1267.212867	1363.986837	1497.952175	1395.851042
MTDH	1519.852281	1430.261406	1108.543236	1685.369737	1595.363796	1638.146071
LDAH	366.6913976	360.3332747	363.4392233	446.1550845	428.412334	466.2489994
CNP	2604.197084	2911.855206	3201.267023	2386.740653	2641.04773	2382.406896
MPI	1029.291939	1126.293113	1072.092104	809.1287126	981.0741848	914.1569409
WNT7B	44.23890856	58.37801658	71.83017098	90.74340702	88.46565598	91.70528975
HDDC3	96.34251198	135.8798662	102.920842	76.56474967	66.59774102	81.08678251
USP42	368.6575714	294.9096355	346.2857496	427.2502081	422.4483572	414.1217821
HILPDA	97.32559884	88.5735424	77.1906315	162.5819376	107.3515825	118.7342172
FRAS1	2462.632577	2533.404616	2116.309814	2764.838183	2637.071745	2930.707997
FARS2	266.4165382	347.2485469	365.5834075	238.2014434	250.4870259	263.5320432
H2AJ	394.2178296	442.867712	460.9996048	332.7258257	378.7125273	327.2430866
MAK16	185.803416	189.2252951	201.5533156	246.7086378	218.6791496	298.2835214
ZNF562	306.7230994	313.026951	319.483447	467.8956925	348.8926432	379.3703039
IREB2	989.9684649	878.6898013	665.7691967	1127.675881	1010.894069	1022.272651
MCFD2	4674.578005	4517.250662	4006.408193	5421.91857	5057.452333	4824.663559
ACTR1A	3463.414997	4067.337327	3909.919904	3193.033635	3510.794347	3117.979851
RAB40C	537.7485107	513.3239389	491.0181837	397.0024057	459.2262142	399.6419995
FLAD1	738.2982296	897.8136343	835.1597491	645.6015312	750.4670816	633.2491587
PNPLA4	282.1459279	331.1442665	295.8974207	240.0919311	232.5950955	239.3990722
MAP4K5	406.9979588	380.4636253	287.3206839	494.3625195	399.5864461	493.2779269
CUX1	1373.372339	1191.716752	1263.996591	1491.594753	1522.802078	1461.492723
AGO4	342.1142262	282.8314251	281.9602234	414.0167945	364.7965814	369.7171155
KLHDC10	717.6534056	648.1972875	605.7320388	799.6762744	811.1008458	757.775289
MRNIP	76.68077484	87.56702487	91.12782885	69.94804291	48.70581059	41.5087101
ATG12	465.9831702	409.6526336	372.0159601	519.8841027	492.0280866	531.8906805
ELOVL7	140.5814205	155.0036992	139.3719735	230.6394928	163.0153661	200.7863186
NEMP1	757.9599667	791.1227764	649.6878151	856.3909038	872.7286061	912.2263033
MIGA1	194.6511977	133.8668311	155.4533551	198.5012029	230.6071032	228.7805649
SF1	3842.886524	3606.3523	3671.915457	3152.38815	3311.99512	3304.286387
PGLS	514.1544262	612.9691741	494.23446	446.1550845	428.412334	440.1853908
LRRC8A	2190.317517	1976.800423	2222.446932	2508.677107	2520.774197	2357.308606
ZNF813	150.4122891	128.8342435	110.4254867	190.9392523	152.0814086	198.8556809
DDX3Y	1396.966424	1289.348952	1124.624617	1536.966456	1402.528546	1604.359911
TM2D2	827.7591335	945.1199581	1129.985078	724.0567685	796.1909038	838.8620715
TBX2-AS1	198.5835451	217.4077859	229.4277103	175.8153511	165.0033583	143.8325071
AP5S1	197.6004582	205.3295756	191.9044866	135.1698667	149.0994202	161.2082462
COX5A	1461.850156	1962.709178	1685.328788	1389.50842	1499.940167	1350.481056
GPAT3	266.4165382	327.1181963	338.7811049	394.1666743	366.7845737	418.9483763
KATNA1	356.8605291	324.0986438	365.5834075	462.2242295	429.4063301	406.3992314
ZNF428	201.5328057	305.9813283	236.932355	155.9652308	192.8352501	196.9250432
LITAF	4531.047324	4329.031885	5128.888626	5286.748703	5415.290941	5423.16124
KIDINS220	1107.938888	1048.791263	754.7528413	1266.626723	1176.891423	1169.001115
ERN1	403.0656113	392.5418356	390.2415259	510.4316645	507.9320248	440.1853908
PARS2	183.8372422	176.1405673	206.9137761	115.3197464	143.1354434	156.381652
PI4KB	988.9853781	1045.771711	972.3875385	789.2785923	829.9867724	916.0875786
CRLF1	13158.61758	13625.22777	12479.15209	11273.92308	11918.01365	11530.73354
NAMPTP1	113.0549885	80.52140218	82.55109202	171.089132	125.243513	112.9423042
TSPAN17	687.177713	848.4942754	851.2411307	604.9560468	711.7012323	634.2144775
C14orf119	750.0952718	979.341554	920.9271175	642.7657997	791.2209231	717.2318977
CRAT	1459.883983	1435.293994	1324.033749	1242.995627	1215.657273	1161.278564
TMEM62	215.2960217	260.6880395	272.3113945	112.484015	230.6071032	179.5493041
SOD1	3918.584212	4581.667784	5254.323402	3760.179928	3991.888476	3838.107706
G6PC1	47.18816913	32.20856087	28.94648681	69.94804291	62.62175648	53.09253617
GSK3B	972.2729015	722.6795845	771.906315	998.1774772	1002.9421	1004.896912
RBBP4	2063.499313	2241.514533	2146.328392	2655.189899	2435.29053	2363.100519
VARS1	5928.013747	6208.200108	6348.929441	5151.578836	5760.2076	5278.363414
PLCXD2	120.9196834	94.61264756	78.2627236	167.3081567	118.28554	143.8325071
HIC1	26.54334514	22.1433856	45.02786837	62.38609233	66.59774102	41.5087101
ADCK5	204.4820662	185.199225	165.102184	135.1698667	103.375598	159.2776085
ASCC3	1311.437867	1190.710235	923.0713017	1490.649509	1340.900786	1363.99552
ZNF688	72.74842741	126.8212084	105.0650262	62.38609233	71.56772169	62.74572456
SYNJ2	1801.015122	1662.766955	1552.389367	1878.199477	1957.178389	2000.140635
BTBD19	111.0888148	105.6843404	92.19992096	156.9104746	133.195482	142.8671882
GPATCH2L	625.243241	498.226176	479.2251706	759.9760338	599.3796691	648.6942601
CHTOP	571.1734639	689.4645061	736.5272755	532.1722724	530.7939359	564.7115211
NDOR1	498.4250365	506.2783162	516.7483942	416.852526	435.3703069	398.6766807
SEMA3B	6641.734806	6889.612474	6541.906019	5970.159987	6016.658602	5812.184732
CSGALNACT1	111.0888148	81.5279197	93.27201306	125.7174285	123.2555207	164.1042027
IARS2	2640.571298	2450.870179	2134.535379	3020.999259	2738.459351	2735.713591
WDR25	132.7167257	110.716928	128.6510525	78.45523732	78.52569463	100.3931593
CTSV	208.4144137	215.3947508	222.9951577	319.4924122	252.4750182	266.4279997
RO60	393.2347428	311.0139159	264.8067497	398.8928934	397.5984538	457.5611299
ANTXR2	302.7907519	280.8183901	269.0951181	379.9880169	372.7485505	323.3818112
TAP1	534.7992502	580.7606132	623.9576046	445.2098407	522.8419668	449.8385792
MEGF6	814.9790044	881.7093538	721.5179861	1001.958453	904.5364824	992.3477669
TRNP1	3585.317767	3680.834597	5103.158416	3022.889746	3471.034502	3578.436938
CDKN2B	60.95138513	57.37149905	50.38832889	73.72901821	98.40561732	88.80933323
RALGAPA2	1646.670485	1559.09565	1503.07313	1917.899717	1715.637328	1834.105795
NTN4	396.1840033	353.2876521	256.2300129	436.7026463	472.1481639	399.6419995
MPND	157.2938971	175.1340497	209.0579603	140.8413296	130.2134936	124.5261303
DDX41	1538.530931	1735.236217	1752.87059	1422.591954	1473.102271	1421.91465
IRF2	652.769673	548.5520523	593.9390257	691.9184785	746.4910971	723.9891296
MSL1	2659.249948	2101.608597	2519.416445	3059.754256	2624.149795	2964.494156
TSPAN33	612.4631119	568.6824029	682.9226703	491.526788	554.6498431	477.8328255
CEP20	205.4651531	255.6554519	276.5997629	372.4260663	360.8205968	252.9135359
TAZ	316.5539679	383.4831779	372.0159601	292.0803414	295.216852	258.705449
SNRNP35	167.1247657	190.2318126	173.6789209	112.484015	131.2074898	145.7631448
PVR	784.5033118	901.8397044	895.196907	686.2470156	706.7312517	765.4978397
PRMT7	542.663945	646.1842525	598.2273941	445.2098407	556.6378354	436.3241154
GPI	5940.793877	5490.553111	6181.683072	5126.057253	5359.627158	4914.438212
CDK5RAP2	1624.059488	1532.926194	1298.303538	1906.556791	1670.907502	1722.12881
UBN2	333.2664445	276.79232	206.9137761	387.5499675	344.9166587	345.5841445
DDX3X	2954.176005	2941.044215	2461.523471	3424.618371	3031.68821	3343.86446
EIF4G3	1558.192668	1327.596618	1141.778091	1776.113144	1460.180322	1671.93223
NRGN	229.0592377	186.2057425	131.8673288	119.1007217	137.1714666	129.3527245
EOLA1	105.1902937	111.7234455	102.920842	72.78377438	71.56772169	75.29486948
DUS2	297.8753177	352.2811345	319.483447	261.832539	264.4029718	237.4684345
KBTBD2	556.427161	459.9785099	387.0252496	566.2010501	571.5477774	626.4919268
THOC6	473.847865	525.4021492	390.2415259	349.7402146	392.6284732	361.9945648
LYSMD3	271.3319725	272.7662499	220.8509735	310.9852178	326.0307321	338.8269126
MAFG-DT	86.51164341	77.5018496	101.8487499	44.42645969	53.67579127	71.43359412
RPL7AP6	2398.731931	2877.63361	3004.002076	2424.550406	2333.902924	2285.875012
NDUFS5	3273.679234	3922.398804	4651.80764	3072.987669	3354.736954	3395.991677
C12orf75	909.3553427	773.0054609	794.4202492	961.3129681	958.2122737	1026.133926
GARRE1	398.1501771	305.9813283	276.5997629	407.4000878	485.0701137	381.3009416
ULK4	429.6089565	557.6107101	548.9111573	366.7546034	388.6524886	459.4917676
GALM	1811.829077	1863.063943	1863.296077	1621.093157	1645.063603	1557.059288
UTP11	688.1607999	655.2429102	661.4808283	797.7857867	763.3890313	812.7984628
PACS2	1206.247573	1355.779109	1181.445499	1063.399301	1058.605883	1071.503912
KLHL28	147.4630285	125.8146909	88.98364464	212.6798602	160.0333777	149.6244201
HNRNPA1P10	493.5096022	442.867712	436.3414864	560.5295871	561.607816	542.5091878
TUBBP5	187.7695897	193.2513652	202.6254077	132.3341352	152.0814086	153.4856955
GLTPD2	253.6364091	208.3491281	257.302105	172.9796196	168.9793429	202.7169563
CHM	362.7590502	331.1442665	234.7881708	394.1666743	400.5804422	410.2605068
ACOX3	301.8076651	353.2876521	335.5648286	260.8872952	248.4990336	274.1505504
GLRX5	2328.932764	2283.788269	2968.623036	2062.522022	2212.635396	2079.29678
TOR2A	406.0148719	371.4049675	336.6369207	299.6422919	293.2288597	297.3182025
TAF6L	95.35942512	151.9841466	119.0022236	71.83853056	84.48967144	90.73997091
NDUFB2	135.6659863	190.2318126	138.2998814	100.1958453	106.3575864	121.6301738
GTF2H5	394.2178296	476.0827904	516.7483942	379.9880169	386.6644963	336.896275
LIMS2	345.0634868	361.3397923	351.6462102	274.1207087	311.1207901	255.8094924
SEC14L1	2390.867236	2678.34314	2465.81184	2958.613166	2798.099119	2890.164605
DCUN1D4	406.9979588	410.6591511	360.222947	492.4720319	484.0761175	466.2489994
PHAX	349.9789211	316.0465035	321.6276312	430.0859395	380.7005195	414.1217821
UBE2V2	813.9959176	540.4999121	619.6692362	880.9672432	782.2749579	816.6597382
PITPNM1	2450.835534	2126.771535	2350.025892	1982.176297	2053.596014	1955.735969
SCAMP1	750.0952718	581.7671307	619.6692362	830.8693205	795.1969076	751.0180571
PRICKLE3	413.8795668	365.3658624	357.0066707	282.6279031	326.0307321	298.2835214
MRPL19	1181.670402	910.8983621	881.2597096	1189.11673	1214.663276	1203.752593
MRPL10	3127.199292	3546.967766	3442.487746	2824.388544	3108.225913	2837.072069
ZCCHC17	283.1290148	413.6787037	306.6183418	259.9420514	253.4690143	254.8441736
MICU1	2066.448573	1968.748283	2152.760945	1828.101554	1812.054953	1742.400505
MEF2D	902.4737347	830.37696	899.4852754	1146.580757	1021.828026	960.4922452
SPCS3	1106.955801	968.2698612	764.4016703	1170.211853	1172.915439	1138.110912
MCPH1	260.5180171	234.5185838	258.3741971	331.7805819	312.1147863	306.9713909
C4orf48	152.3784628	218.4143034	215.4905129	131.3888914	155.063397	139.9712317
ERI2	174.0063737	176.1405673	185.471934	233.4752243	228.6191109	232.6418403
POGZ	1064.683066	1161.521226	1010.982854	1236.378921	1256.411114	1297.38852
PGF	982.1037701	994.4393169	1079.596749	846.9384655	890.6205366	864.9256801
TAX1BP1	1751.860779	1558.089132	1430.170867	1881.980452	1832.928872	1838.932389
EIF2S2	3857.632827	4118.669721	3835.945549	4378.369389	4566.418242	4450.11985
BMP6	169.0909394	167.0819095	160.8138156	224.0227861	224.6431264	202.7169563
TIMM50	1984.852364	1827.835829	2283.556182	1623.928888	1818.01893	1718.267534
MYSM1	272.3150594	256.6619694	245.5090918	350.6854584	295.216852	334.9656373
PIGQ	594.7675485	523.3891142	504.9553811	410.2358192	465.190191	450.803898
FRAT2	644.9049782	685.438436	742.9598282	567.1462939	600.3736653	559.8849269
TGOLN2	6478.542387	6105.53532	5898.650757	7001.420998	6862.549313	7042.000934
FOXRED2	7401.660946	6492.038051	6708.080296	6034.436567	6013.676614	6041.930616
