Tag	Treat_1	Treat_2	Treat_3	Model_1	Model_2	Model_3
CDK5R2	8.847781713	14.09124538	7.504644729	8.507194408	11.92795361	10.61850723
H2AZ2P1	37.35730056	33.2150784	23.58602629	26.46682705	27.83189177	43.43934777
CYP2F1	2.949260571	3.019552582	3.216276312	5.671462939	0	5.791913037
ESR2	2.949260571	3.019552582	0	0	0.993996135	0
ENSG00000260038	0	1.006517527	3.216276312	0.945243823	0.993996135	0.965318839
LCMT1-AS2	8.847781713	6.039105163	4.288368417	2.835731469	1.987992269	2.895956518
ZG16	1.966173714	1.006517527	2.144184208	1.890487646	0.993996135	0.965318839
ENSG00000261924	0.983086857	1.006517527	1.072092104	0	0.993996135	4.826594197
ST3GAL5	7.864694856	25.16293818	18.22556577	15.12390117	19.87992269	19.30637679
C20orf144	10.81395543	6.039105163	7.504644729	3.780975293	5.963976807	2.895956518
ID2-AS1	14.74630285	4.026070109	5.360460521	23.63109558	12.92194975	19.30637679
RPSAP52	16.71247657	21.13686807	17.15347367	21.74060793	11.92795361	21.23701447
RPL7AP30	5.898521142	10.06517527	9.648828937	11.34292588	7.951969076	6.757231876
CCDC62	0.983086857	3.019552582	3.216276312	4.726219116	2.981988404	5.791913037
ENSG00000279930	6.881607999	5.032587636	2.144184208	3.780975293	5.963976807	3.861275358
ENSG00000266718	4.915434285	1.006517527	3.216276312	0.945243823	0.993996135	0
ENSG00000174171	3.932347428	0	1.072092104	3.780975293	0	5.791913037
RBMS2P1	21.62791085	24.15642065	25.7302105	19.85012029	15.90393815	28.95956518
ENSG00000213252	0.983086857	0	2.144184208	1.890487646	0	0
TRIB2	32.44186628	23.14990313	28.94648681	22.68585176	38.76584925	27.0289275
MAP7	2.949260571	0	1.072092104	2.835731469	3.975984538	0.965318839
BMS1P2	1.966173714	4.026070109	5.360460521	3.780975293	0	0.965318839
NPIPA9	35.39112685	19.12383302	17.15347367	10.39768205	28.8258879	10.61850723
ENSG00000236015	5.898521142	4.026070109	0	9.452438231	0	6.757231876
ENSG00000232952	1.966173714	8.052140218	4.288368417	2.835731469	2.981988404	5.791913037
GAL3ST3	0.983086857	0	2.144184208	2.835731469	0	0
SNORA13	3.932347428	1.006517527	0	0	0	2.895956518
PARP11-AS1	0	0	0	3.780975293	0	0.965318839
FRZB	7.864694856	5.032587636	1.072092104	3.780975293	2.981988404	4.826594197
PRORSD1P	7.864694856	14.09124538	22.51393419	7.561950585	15.90393815	14.47978259
CLHC1	42.27273485	38.24766603	27.87439471	51.98841027	29.81988404	38.61275358
TPTEP2	45.22199542	25.16293818	39.66740785	38.75499675	34.78986471	35.71679706
ENSG00000231563	0	0	0	0.945243823	0.993996135	1.930637679
LINC02595	12.78012914	4.026070109	2.144184208	8.507194408	3.975984538	2.895956518
FMN1	3.932347428	1.006517527	2.144184208	0	6.957972942	0.965318839
ILRUN-AS1	31.45877942	43.28025367	34.30694733	21.74060793	32.80187244	23.16765215
DDX47	2.949260571	2.013035054	4.288368417	7.561950585	7.951969076	13.51446375
PPIAP40	0.983086857	0	1.072092104	0	2.981988404	1.930637679
NACA2	0.983086857	3.019552582	2.144184208	2.835731469	2.981988404	0
DHDDS-AS1	0.983086857	0	0	2.835731469	0	2.895956518
ENSG00000278341	3.932347428	0	2.144184208	2.835731469	0.993996135	3.861275358
ENSG00000254364	0.983086857	0	0	0	1.987992269	0.965318839
ENSG00000254363	5.898521142	9.058657745	7.504644729	2.835731469	5.963976807	7.722550715
HOXA-AS3	3.932347428	6.039105163	3.216276312	3.780975293	1.987992269	4.826594197
ENSG00000248015	27.52643199	17.11079796	20.36974998	16.06914499	24.84990336	18.34105795
NCMAP-DT	5.898521142	8.052140218	3.216276312	7.561950585	5.963976807	0.965318839
FAM13A-AS1	6.881607999	9.058657745	3.216276312	8.507194408	5.963976807	5.791913037
ENSG00000285280	6.881607999	10.06517527	9.648828937	17.95963264	7.951969076	12.54914491
MUC20-OT1	11.79704228	11.0716928	6.432552625	5.671462939	5.963976807	8.687869555
RPS20P33	0	5.032587636	1.072092104	4.726219116	1.987992269	8.687869555
SLC5A4-AS1	3.932347428	6.039105163	6.432552625	2.835731469	7.951969076	0.965318839
TNIK	1.966173714	1.006517527	0	6.616706762	10.93395748	2.895956518
RDH13	5.898521142	10.06517527	6.432552625	8.507194408	11.92795361	8.687869555
FAM86B2	0.983086857	0	1.072092104	0.945243823	1.987992269	0
ENSG00000232034	0	5.032587636	1.072092104	0.945243823	0	0.965318839
SUCLA2-AS1	2.949260571	1.006517527	2.144184208	0.945243823	0	0
LINC01135	5.898521142	20.13035054	12.86510525	11.34292588	12.92194975	9.653188394
SEC22B4P	2.949260571	4.026070109	0	2.835731469	0.993996135	0.965318839
EGILA	2.949260571	0	0	1.890487646	0	0.965318839
ENSG00000274021	1.966173714	0	2.144184208	1.890487646	3.975984538	1.930637679
VWA5B2	2.949260571	9.058657745	11.79301315	3.780975293	1.987992269	2.895956518
ENSG00000262903	0.983086857	1.006517527	10.72092104	6.616706762	2.981988404	5.791913037
ENSG00000271918	5.898521142	16.10428044	10.72092104	10.39768205	2.981988404	2.895956518
TH	0	4.026070109	1.072092104	0.945243823	0.993996135	3.861275358
FAM27B	6.881607999	8.052140218	15.00928946	14.17865735	7.951969076	8.687869555
ENSG00000284882	0	1.006517527	0	0.945243823	2.981988404	0
SHOC1	0	2.013035054	2.144184208	2.835731469	0.993996135	2.895956518
FKBP9P1	14.74630285	5.032587636	20.36974998	7.561950585	9.939961346	5.791913037
PCNPP5	0	2.013035054	2.144184208	0	1.987992269	0
SNAI3-AS1	26.54334514	38.24766603	57.89297362	32.13828999	32.80187244	31.8555217
C2CD4D	8.847781713	6.039105163	0	3.780975293	1.987992269	3.861275358
PLPPR3	8.847781713	12.07821033	6.432552625	21.74060793	25.8438995	27.99424634
ENSG00000225555	0	1.006517527	0	1.890487646	2.981988404	1.930637679
ENSG00000279821	2.949260571	1.006517527	1.072092104	1.890487646	1.987992269	4.826594197
WDR97	1.966173714	4.026070109	3.216276312	4.726219116	0.993996135	5.791913037
LINC01639	22.61099771	46.29980625	39.66740785	25.52158322	37.77185311	30.89020286
SSPOP	14.74630285	23.14990313	10.72092104	25.52158322	23.85590723	10.61850723
CST7	2.949260571	3.019552582	1.072092104	0	0.993996135	3.861275358
NARF-AS2	20.644824	10.06517527	15.00928946	14.17865735	7.951969076	9.653188394
BTG3-AS1	0	0	1.072092104	0.945243823	0.993996135	0
MIR3682	0	0	1.072092104	0.945243823	0	0.965318839
CLASP1-AS1	0	1.006517527	3.216276312	1.890487646	1.987992269	0
ENSG00000281468	3.932347428	0	0	3.780975293	10.93395748	4.826594197
PLCH2	17.69556343	17.11079796	26.8023026	30.24780234	46.71781832	30.89020286
MAGEA2	0	5.032587636	3.216276312	0.945243823	2.981988404	3.861275358
MIR4326	0	0	1.072092104	0.945243823	0.993996135	2.895956518
RAB31	20.644824	12.07821033	17.15347367	25.52158322	25.8438995	27.0289275
ST3GAL1-DT	5.898521142	10.06517527	8.576736833	6.616706762	4.969980673	11.58382607
RSPH10B2	0	1.006517527	0	0.945243823	0	0.965318839
ZBTB20	25.56025828	36.23463098	19.29765787	42.53597204	41.74783765	48.26594197
ARHGEF9	5.898521142	12.07821033	18.22556577	6.616706762	2.981988404	8.687869555
ACSL6	7.864694856	11.0716928	3.216276312	1.890487646	10.93395748	7.722550715
ENSG00000281469	1.966173714	0	1.072092104	0	0	0.965318839
ENSG00000280088	37.35730056	30.19552582	11.79301315	39.70024057	20.87391883	16.41042027
TRAF5	9.830868569	3.019552582	8.576736833	1.890487646	6.957972942	7.722550715
VTRNA1-2	5.898521142	10.06517527	10.72092104	4.726219116	3.975984538	0.965318839
ENSG00000259381	0	4.026070109	1.072092104	0	3.975984538	0
ENSG00000237614	4.915434285	1.006517527	1.072092104	2.835731469	1.987992269	3.861275358
ATL3	3.932347428	2.013035054	0	4.726219116	1.987992269	0.965318839
ENSG00000275582	7.864694856	2.013035054	8.576736833	0	0.993996135	0
ENSG00000259033	26.54334514	10.06517527	18.22556577	12.2881697	21.86791496	21.23701447
FPGT-TNNI3K	1.966173714	4.026070109	0	0	1.987992269	1.930637679
SNX32	5.898521142	4.026070109	0	2.835731469	8.945965211	3.861275358
CELSR1	14.74630285	29.18900829	23.58602629	16.06914499	24.84990336	10.61850723
ENSG00000258926	0	3.019552582	2.144184208	1.890487646	0	1.930637679
FOXN3-AS1	30.47569257	22.1433856	32.16276312	31.19304616	21.86791496	15.44510143
ASCL5	4.915434285	4.026070109	6.432552625	3.780975293	6.957972942	1.930637679
LINC02043	14.74630285	11.0716928	8.576736833	12.2881697	9.939961346	6.757231876
ZNF280A	0	5.032587636	4.288368417	0.945243823	0.993996135	0
ENSG00000272293	0.983086857	3.019552582	0	1.890487646	0	0
CRYBG3	36.37421371	43.28025367	20.36974998	44.42645969	30.81388017	40.54339126
STIM2-AS1	0.983086857	0	1.072092104	0.945243823	2.981988404	0.965318839
ENSG00000260369	4.915434285	15.09776291	9.648828937	2.835731469	4.969980673	6.757231876
ENSG00000251387	0	5.032587636	1.072092104	3.780975293	0	2.895956518
ENSG00000260179	5.898521142	2.013035054	1.072092104	0	0.993996135	0.965318839
ENSG00000260176	2.949260571	1.006517527	0	0	0	3.861275358
ENSG00000231760	0	1.006517527	1.072092104	0	0	0
ENSG00000280407	2.949260571	5.032587636	2.144184208	6.616706762	8.945965211	1.930637679
ABCB6	7.864694856	1.006517527	15.00928946	4.726219116	6.957972942	20.27169563
TTC39C-AS1	0	0	0	7.561950585	3.975984538	2.895956518
ENSG00000277715	3.932347428	0	2.144184208	2.835731469	0	2.895956518
DDX39B	1.966173714	8.052140218	6.432552625	10.39768205	6.957972942	18.34105795
SLC34A3	42.27273485	25.16293818	10.72092104	14.17865735	17.89193042	15.44510143
TESMIN	21.62791085	10.06517527	11.79301315	24.5763394	23.85590723	17.37573911
ARHGEF26-AS1	0.983086857	4.026070109	2.144184208	1.890487646	0.993996135	4.826594197
PTPRN	0	1.006517527	1.072092104	0	2.981988404	0
MEIOC	0.983086857	0	0	0.945243823	2.981988404	1.930637679
CYP3A43	0.983086857	2.013035054	2.144184208	0	3.975984538	1.930637679
CAPN9	1.966173714	3.019552582	3.216276312	0.945243823	4.969980673	4.826594197
UCKL1-AS1	13.763216	4.026070109	3.216276312	5.671462939	7.951969076	10.61850723
RWDD3	12.78012914	9.058657745	8.576736833	9.452438231	8.945965211	10.61850723
ENSG00000285043	24.57717142	28.18249076	32.16276312	23.63109558	21.86791496	16.41042027
GLIPR2	9.830868569	9.058657745	23.58602629	16.06914499	18.88592656	26.06360866
ENSG00000272871	2.949260571	1.006517527	0	0.945243823	1.987992269	0
SAP30-DT	23.59408457	35.22811345	24.6581184	24.5763394	34.78986471	36.6821159
ENSG00000272872	13.763216	16.10428044	10.72092104	19.85012029	5.963976807	36.6821159
ARL10	3.932347428	0	0	5.671462939	0	0.965318839
LINC01012	37.35730056	33.2150784	34.30694733	19.85012029	32.80187244	21.23701447
ETS1	1.966173714	5.032587636	5.360460521	8.507194408	9.939961346	9.653188394
ENSG00000263063	8.847781713	9.058657745	15.00928946	4.726219116	8.945965211	8.687869555
ENSG00000271267	8.847781713	0	2.144184208	3.780975293	0.993996135	3.861275358
SLC16A2	4.915434285	5.032587636	12.86510525	5.671462939	14.90994202	17.37573911
RNF213-AS1	9.830868569	7.045622691	11.79301315	15.12390117	6.957972942	9.653188394
ENSG00000247796	13.763216	18.11731549	13.93719735	18.90487646	20.87391883	21.23701447
NAPEPLD	26.54334514	23.14990313	28.94648681	30.24780234	27.83189177	30.89020286
JCAD	9.830868569	8.052140218	7.504644729	0.945243823	17.89193042	12.54914491
SLC2A7	2.949260571	1.006517527	1.072092104	4.726219116	1.987992269	4.826594197
ENSG00000245330	2.949260571	4.026070109	0	4.726219116	1.987992269	2.895956518
ENSG00000234353	3.932347428	2.013035054	3.216276312	2.835731469	1.987992269	7.722550715
ENSG00000275418	0.983086857	4.026070109	0	0	0.993996135	0.965318839
ANKHD1	4.915434285	15.09776291	12.86510525	11.34292588	9.939961346	9.653188394
DPP7	17.69556343	20.13035054	18.22556577	16.06914499	30.81388017	13.51446375
FAM89B	1.966173714	2.013035054	0	0	1.987992269	2.895956518
MAP4K1	0.983086857	1.006517527	2.144184208	1.890487646	0.993996135	0
CASS4	4.915434285	1.006517527	8.576736833	3.780975293	7.951969076	2.895956518
HERC6	0.983086857	6.039105163	0	5.671462939	2.981988404	3.861275358
ARMCX5-GPRASP2	21.62791085	11.0716928	11.79301315	17.01438882	18.88592656	10.61850723
HMGB1P31	1.966173714	10.06517527	4.288368417	0.945243823	3.975984538	1.930637679
HAP1	5.898521142	8.052140218	10.72092104	16.06914499	8.945965211	11.58382607
ENSG00000248318	1.966173714	4.026070109	1.072092104	1.890487646	0	0
TDRD12	0	3.019552582	1.072092104	1.890487646	0.993996135	0
ARHGAP9	14.74630285	11.0716928	19.29765787	17.95963264	21.86791496	17.37573911
ENSG00000273245	2.949260571	0	2.144184208	0	0.993996135	0.965318839
RAB33B-AS1	23.59408457	10.06517527	10.72092104	31.19304616	15.90393815	13.51446375
ENSG00000273243	10.81395543	5.032587636	4.288368417	5.671462939	11.92795361	11.58382607
WDR5-DT	1.966173714	5.032587636	0	0.945243823	0	0
HOXA7	14.74630285	18.11731549	7.504644729	3.780975293	14.90994202	16.41042027
IL12RB2	0.983086857	0	0	1.890487646	0.993996135	0
PRADC1P1	0	0	5.360460521	0.945243823	1.987992269	3.861275358
MED28P3	2.949260571	5.032587636	9.648828937	1.890487646	4.969980673	0.965318839
GRAMD2A	5.898521142	7.045622691	1.072092104	12.2881697	3.975984538	4.826594197
ENSG00000238035	16.71247657	20.13035054	19.29765787	17.01438882	16.89793429	15.44510143
ENSG00000269680	2.949260571	3.019552582	2.144184208	0	0	0.965318839
ENSG00000231324	1.966173714	0	3.216276312	0.945243823	0	0.965318839
GABRQ	0	1.006517527	0	1.890487646	0.993996135	0.965318839
SPATA12	0.983086857	1.006517527	7.504644729	5.671462939	0	4.826594197
GIP	5.898521142	12.07821033	10.72092104	3.780975293	3.975984538	0.965318839
MIR9-1HG	6.881607999	7.045622691	2.144184208	1.890487646	0	1.930637679
ABLIM2	11.79704228	5.032587636	7.504644729	2.835731469	4.969980673	4.826594197
RHOU	38.34038742	33.2150784	24.6581184	12.2881697	7.951969076	93.63592742
HESX1	7.864694856	6.039105163	8.576736833	7.561950585	11.92795361	7.722550715
PTOV1-AS2	4.915434285	2.013035054	5.360460521	2.835731469	2.981988404	0.965318839
ENSG00000280441	2.949260571	2.013035054	1.072092104	12.2881697	0	1.930637679
ENSG00000287134	5.898521142	4.026070109	4.288368417	11.34292588	4.969980673	8.687869555
PIN4P1	0	8.052140218	9.648828937	3.780975293	4.969980673	4.826594197
PCDHGB7	1.966173714	0	0	0	0.993996135	5.791913037
HSPA1L	0.983086857	1.006517527	2.144184208	0	0.993996135	2.895956518
LINC00630	12.78012914	14.09124538	11.79301315	18.90487646	24.84990336	19.30637679
SPICE1	4.915434285	3.019552582	6.432552625	3.780975293	5.963976807	7.722550715
HOXA10	0.983086857	0	0	8.507194408	0	0.965318839
LGALS7B	0	0	0	1.890487646	0.993996135	0.965318839
SERBP1P6	19.66173714	15.09776291	9.648828937	11.34292588	13.91594588	19.30637679
LINC00665	4.915434285	12.07821033	21.44184208	1.890487646	5.963976807	8.687869555
PFKFB1	6.881607999	31.20204334	13.93719735	15.12390117	20.87391883	24.13297099
ENSG00000214999	12.78012914	1.006517527	7.504644729	7.561950585	12.92194975	12.54914491
ENSG00000285813	4.915434285	1.006517527	4.288368417	4.726219116	10.93395748	0
AMT	3.932347428	0	3.216276312	0	0.993996135	0
ENSG00000286153	5.898521142	1.006517527	3.216276312	3.780975293	1.987992269	2.895956518
ENSG00000260563	17.69556343	2.013035054	9.648828937	5.671462939	4.969980673	13.51446375
LINC00482	15.72938971	12.07821033	24.6581184	27.41207087	21.86791496	34.75147822
ENSG00000274269	0	1.006517527	5.360460521	1.890487646	0	0.965318839
CFAP44	19.66173714	13.08472785	31.09067102	17.01438882	17.89193042	11.58382607
ENSG00000279386	10.81395543	7.045622691	0	0.945243823	14.90994202	1.930637679
ENSG00000279382	7.864694856	2.013035054	5.360460521	2.835731469	3.975984538	5.791913037
SPI1	0	5.032587636	2.144184208	2.835731469	0.993996135	4.826594197
TAGLN3	0	4.026070109	4.288368417	3.780975293	11.92795361	1.930637679
ZNF230-DT	3.932347428	1.006517527	4.288368417	1.890487646	3.975984538	0.965318839
SAMD12	7.864694856	11.0716928	4.288368417	4.726219116	0.993996135	4.826594197
C18orf32	18.67865028	17.11079796	24.6581184	20.79536411	29.81988404	26.06360866
ENSG00000286264	0.983086857	0	1.072092104	0.945243823	0	0.965318839
ENSG00000286263	3.932347428	10.06517527	8.576736833	2.835731469	8.945965211	8.687869555
ENSG00000259994	22.61099771	11.0716928	12.86510525	24.5763394	19.87992269	21.23701447
CYB5R2	6.881607999	3.019552582	4.288368417	4.726219116	2.981988404	3.861275358
ENSG00000271714	14.74630285	9.058657745	0	7.561950585	13.91594588	7.722550715
ENSG00000278434	1.966173714	3.019552582	1.072092104	0.945243823	4.969980673	3.861275358
ENSG00000278952	4.915434285	2.013035054	9.648828937	3.780975293	0	1.930637679
ERICH4	3.932347428	19.12383302	18.22556577	7.561950585	8.945965211	6.757231876
SLC4A1	9.830868569	3.019552582	1.072092104	3.780975293	0.993996135	6.757231876
ENSG00000236364	5.898521142	7.045622691	2.144184208	7.561950585	10.93395748	11.58382607
ENSG00000226649	0	3.019552582	1.072092104	5.671462939	0	0
PLCG1-AS1	9.830868569	6.039105163	4.288368417	9.452438231	3.975984538	5.791913037
MITF	15.72938971	14.09124538	13.93719735	13.23341352	8.945965211	6.757231876
S100Z	1.966173714	6.039105163	2.144184208	0	2.981988404	2.895956518
IQUB	7.864694856	1.006517527	4.288368417	1.890487646	1.987992269	2.895956518
SYTL3	12.78012914	4.026070109	6.432552625	6.616706762	8.945965211	5.791913037
RN7SL574P	1.966173714	10.06517527	5.360460521	0.945243823	0.993996135	0.965318839
ENSG00000258101	0	2.013035054	2.144184208	0	0.993996135	0.965318839
ENSG00000272316	12.78012914	24.15642065	19.29765787	15.12390117	29.81988404	10.61850723
ENSG00000250321	5.898521142	4.026070109	0	0	0	5.791913037
ENSG00000279019	2.949260571	0	1.072092104	0	2.981988404	0.965318839
LMCD1-AS1	11.79704228	14.09124538	17.15347367	13.23341352	4.969980673	7.722550715
HORMAD2-AS1	10.81395543	11.0716928	13.93719735	10.39768205	17.89193042	9.653188394
ELAC1	5.898521142	19.12383302	12.86510525	10.39768205	15.90393815	17.37573911
ZNF404	4.915434285	7.045622691	0	0.945243823	4.969980673	2.895956518
P2RX7	12.78012914	12.07821033	8.576736833	13.23341352	8.945965211	8.687869555
ST14	22.61099771	23.14990313	21.44184208	9.452438231	13.91594588	9.653188394
ENSG00000213981	17.69556343	18.11731549	20.36974998	12.2881697	8.945965211	13.51446375
PCSK6-AS1	2.949260571	5.032587636	3.216276312	2.835731469	2.981988404	0.965318839
ENSG00000230010	1.966173714	5.032587636	2.144184208	1.890487646	2.981988404	2.895956518
ENSG00000261314	0	9.058657745	0	3.780975293	1.987992269	0
RAC3	36.37421371	40.26070109	33.23485523	36.8645091	15.90393815	20.27169563
NRG4	0	1.006517527	0	3.780975293	6.957972942	0.965318839
TMEM266	6.881607999	8.052140218	9.648828937	5.671462939	5.963976807	11.58382607
SPATA1	0.983086857	1.006517527	1.072092104	6.616706762	0	0
HMX2	21.62791085	25.16293818	17.15347367	30.24780234	31.80787631	45.36998545
ZDHHC11	19.66173714	17.11079796	11.79301315	19.85012029	24.84990336	14.47978259
ENSG00000274976	5.898521142	2.013035054	0	7.561950585	7.951969076	2.895956518
ENSG00000253210	17.69556343	12.07821033	6.432552625	10.39768205	17.89193042	13.51446375
CHKB-DT	47.18816913	23.14990313	23.58602629	16.06914499	26.83789563	26.06360866
ENSG00000233654	1.966173714	1.006517527	0	2.835731469	1.987992269	0
ENSG00000277662	2.949260571	4.026070109	0	0	4.969980673	5.791913037
RIPOR3	1.966173714	1.006517527	0	4.726219116	4.969980673	0.965318839
TMEM231	33.42495314	53.34542894	51.460421	27.41207087	26.83789563	33.78615938
AHRR	0.983086857	3.019552582	1.072092104	0	0	0.965318839
IHH	29.49260571	37.24114851	32.16276312	11.34292588	24.84990336	27.99424634
CD14	2.949260571	3.019552582	4.288368417	3.780975293	2.981988404	0
EOMES	32.44186628	21.13686807	24.6581184	32.13828999	22.86191109	27.99424634
CDC42EP5	0.983086857	8.052140218	1.072092104	6.616706762	6.957972942	4.826594197
LAIR2	0.983086857	5.032587636	8.576736833	5.671462939	1.987992269	10.61850723
ENSG00000277999	2.949260571	7.045622691	4.288368417	1.890487646	0	7.722550715
ENSG00000277998	2.949260571	6.039105163	5.360460521	7.561950585	0	0.965318839
ENSG00000277991	6.881607999	12.07821033	4.288368417	7.561950585	3.975984538	8.687869555
H2AC11	9.830868569	5.032587636	4.288368417	3.780975293	6.957972942	5.791913037
TMEM81	26.54334514	29.18900829	15.00928946	35.91926528	19.87992269	34.75147822
CTAGE7P	7.864694856	8.052140218	7.504644729	8.507194408	5.963976807	8.687869555
GLIS2	49.15434285	21.13686807	34.30694733	38.75499675	19.87992269	48.26594197
ZNF569	48.17125599	35.22811345	21.44184208	32.13828999	42.74183379	36.6821159
ASMT	7.864694856	4.026070109	8.576736833	9.452438231	2.981988404	2.895956518
ENSG00000259212	0	1.006517527	0	4.726219116	2.981988404	1.930637679
DBH	15.72938971	34.22159593	15.00928946	25.52158322	27.83189177	20.27169563
NAIPP1	3.932347428	4.026070109	2.144184208	2.835731469	5.963976807	7.722550715
LINC00491	15.72938971	19.12383302	17.15347367	18.90487646	18.88592656	25.09828983
ENSG00000269937	4.915434285	7.045622691	4.288368417	15.12390117	14.90994202	7.722550715
CHCHD2P9	10.81395543	50.32587636	26.8023026	12.2881697	14.90994202	5.791913037
LINC01139	1.966173714	1.006517527	1.072092104	0	0	4.826594197
ENSG00000278991	0.983086857	1.006517527	0	0.945243823	0	0.965318839
A2M-AS1	13.763216	6.039105163	10.72092104	5.671462939	18.88592656	3.861275358
PCDHB15	1.966173714	2.013035054	5.360460521	1.890487646	0	1.930637679
HAVCR1	0.983086857	2.013035054	3.216276312	3.780975293	3.975984538	0
TBC1D8-AS1	15.72938971	11.0716928	13.93719735	17.01438882	8.945965211	3.861275358
RBM38-AS1	2.949260571	10.06517527	12.86510525	3.780975293	0	8.687869555
CARMN	3.932347428	2.013035054	2.144184208	4.726219116	2.981988404	0.965318839
TNRC18P1	2.949260571	3.019552582	5.360460521	6.616706762	13.91594588	9.653188394
ENSG00000286881	0	3.019552582	5.360460521	0.945243823	0	4.826594197
ENSG00000249592	37.35730056	36.23463098	42.88368417	39.70024057	18.88592656	44.40466661
ENSG00000283103	20.644824	18.11731549	20.36974998	27.41207087	14.90994202	11.58382607
PHOSPHO2	20.644824	40.26070109	22.51393419	19.85012029	24.84990336	28.95956518
GULP1	1.966173714	0	1.072092104	1.890487646	2.981988404	1.930637679
KRT8P37	0.983086857	1.006517527	3.216276312	0.945243823	0	0
ENSG00000213777	7.864694856	2.013035054	5.360460521	3.780975293	0.993996135	0.965318839
TUSC3	23.59408457	18.11731549	30.01857892	19.85012029	23.85590723	34.75147822
TH2LCRR	0	0	1.072092104	0	1.987992269	1.930637679
GTF2H2B	30.47569257	23.14990313	27.87439471	34.02877763	19.87992269	32.82084054
MTND4LP30	1.966173714	1.006517527	5.360460521	0	0	1.930637679
CCDC152	0	9.058657745	10.72092104	13.23341352	4.969980673	11.58382607
ENSG00000262227	5.898521142	5.032587636	3.216276312	0.945243823	0	1.930637679
TAS2R3	0	1.006517527	0	0	2.981988404	3.861275358
ENSG00000287306	8.847781713	12.07821033	9.648828937	10.39768205	16.89793429	8.687869555
ENSG00000278897	0	2.013035054	0	0	4.969980673	1.930637679
TAS2R5	8.847781713	7.045622691	10.72092104	4.726219116	6.957972942	6.757231876
TAS2R4	10.81395543	5.032587636	2.144184208	8.507194408	6.957972942	16.41042027
ENSG00000259562	3.932347428	6.039105163	0	10.39768205	4.969980673	1.930637679
ENSG00000259563	2.949260571	2.013035054	0	0.945243823	0	0.965318839
CLEC2D	7.864694856	17.11079796	18.22556577	14.17865735	9.939961346	20.27169563
FLRT1	4.915434285	3.019552582	9.648828937	3.780975293	5.963976807	2.895956518
LYPLAL1-AS1	0	2.013035054	2.144184208	4.726219116	0.993996135	0.965318839
MYOM1	27.52643199	46.29980625	34.30694733	27.41207087	38.76584925	38.61275358
ENSG00000288100	1.966173714	1.006517527	3.216276312	0.945243823	1.987992269	7.722550715
ENSG00000265055	8.847781713	9.058657745	8.576736833	0	4.969980673	0
MCTP1	7.864694856	8.052140218	7.504644729	5.671462939	0.993996135	5.791913037
ENSG00000228280	1.966173714	2.013035054	0	0.945243823	0	0
KATNBL1P6	1.966173714	6.039105163	6.432552625	4.726219116	8.945965211	10.61850723
XRCC6P2	3.932347428	1.006517527	9.648828937	8.507194408	7.951969076	2.895956518
ENSG00000267480	5.898521142	4.026070109	1.072092104	3.780975293	6.957972942	2.895956518
ENSG00000267481	0.983086857	2.013035054	5.360460521	0	3.975984538	0.965318839
NAP1L5	29.49260571	26.16945571	27.87439471	31.19304616	21.86791496	26.06360866
RPS18P9	23.59408457	43.28025367	21.44184208	28.35731469	41.74783765	34.75147822
GPR135	20.644824	13.08472785	21.44184208	9.452438231	12.92194975	9.653188394
ENSG00000204584	0	0	3.216276312	1.890487646	1.987992269	4.826594197
HNRNPA1P12	0.983086857	3.019552582	4.288368417	0	5.963976807	0.965318839
ACOXL-AS1	6.881607999	0	2.144184208	3.780975293	2.981988404	1.930637679
LRCOL1	1.966173714	0	1.072092104	0.945243823	0.993996135	0
SMG1P7	9.830868569	8.052140218	10.72092104	5.671462939	7.951969076	17.37573911
ENSG00000261553	0.983086857	5.032587636	3.216276312	4.726219116	8.945965211	3.861275358
MIR4733HG	3.932347428	1.006517527	1.072092104	0.945243823	1.987992269	1.930637679
PLEK2	8.847781713	7.045622691	7.504644729	1.890487646	5.963976807	1.930637679
LRTOMT	16.71247657	25.16293818	20.36974998	14.17865735	20.87391883	18.34105795
CCDC198	11.79704228	5.032587636	4.288368417	3.780975293	9.939961346	2.895956518
C3orf86	6.881607999	17.11079796	7.504644729	7.561950585	8.945965211	7.722550715
ENSG00000261889	0.983086857	5.032587636	0	4.726219116	1.987992269	1.930637679
ENSG00000261884	3.932347428	3.019552582	3.216276312	2.835731469	6.957972942	9.653188394
LTBP1	1.966173714	6.039105163	9.648828937	7.561950585	17.89193042	9.653188394
RSPH14	9.830868569	10.06517527	7.504644729	11.34292588	6.957972942	3.861275358
MATK	0.983086857	0	2.144184208	4.726219116	6.957972942	1.930637679
ENSG00000273618	0	0	3.216276312	0.945243823	0	2.895956518
CTSZ	6.881607999	4.026070109	12.86510525	5.671462939	2.981988404	12.54914491
ENSG00000279390	1.966173714	4.026070109	6.432552625	2.835731469	0	0.965318839
ENSG00000279392	20.644824	19.12383302	19.29765787	13.23341352	15.90393815	12.54914491
HTRA3	1.966173714	8.052140218	2.144184208	11.34292588	3.975984538	5.791913037
CALCRL	3.932347428	2.013035054	3.216276312	0	0.993996135	1.930637679
SYT2	1.966173714	7.045622691	3.216276312	0	0	1.930637679
ENSG00000257809	0	0	2.144184208	0	0	2.895956518
DUSP15	7.864694856	25.16293818	16.08138156	10.39768205	14.90994202	5.791913037
JPH2	0.983086857	0	0	4.726219116	6.957972942	4.826594197
ENSG00000288530	2.949260571	0	4.288368417	2.835731469	0	0.965318839
